symbol,entry_price,entry_time,exit_price,exit_time,quantity,position_size,pnl_value,pnl_percent,hold_days,exit_reason,partial
DOGEUSDT,0.17303,2025-07-09 12:00:00,0.2364,2025-07-18 00:00:00,1155.8689244639659,200.0,73.24741374328153,36.62370687164076,8,"TP2 (Day 8, +30%)",False
SOLUSDT,150.18,2025-07-03 12:00:00,196.79,2025-07-21 12:00:00,0.6658676255160474,100.0,31.036090025302958,31.036090025302958,18,"TP2 (Day 18, +30%)",False
SHIBUSDT,8.83e-06,2025-07-20 16:00:00,8.09e-06,2025-07-25 16:00:00,45300113.25028312,400.0,-33.5220838052095,-8.380520951302374,5,"STOP_LOSS_EARLY (Day 5, -8%)",False
SOLUSDT,172.82,2025-08-07 08:00:00,203.62,2025-08-14 08:00:00,0.5786367318597385,100.0,17.822011341279953,17.822011341279953,7,"TP1 (Day 7, +15%)",True
SOLUSDT,172.82,2025-08-07 08:00:00,194.85,2025-08-14 12:00:00,0.5786367318597385,100.0,12.74736720287004,12.747367202870038,7,"TRAILING_STOP (Day 7, -5% from high)",False
DOGEUSDT,0.21426,2025-08-07 08:00:00,0.2523,2025-09-11 00:00:00,933.4453467749463,200.0,35.50826099131898,17.75413049565949,34,"TP1 (Day 34, +15%)",True
SOLUSDT,210.03,2025-09-03 00:00:00,242.18,2025-09-12 20:00:00,0.4761224586963767,100.0,15.307337047088513,15.307337047088515,9,"TP1 (Day 9, +15%)",True
DOGEUSDT,0.21426,2025-08-07 08:00:00,0.28029,2025-09-13 00:00:00,933.4453467749463,200.0,61.635396247549686,30.81769812377484,36,"TP2 (Day 36, +30%)",False
SOLUSDT,210.03,2025-09-03 00:00:00,233.0,2025-09-15 12:00:00,0.4761224586963767,100.0,10.936532876255772,10.936532876255772,12,"TRAILING_STOP (Day 12, -5% from high)",False
DOGEUSDT,0.28029,2025-09-13 00:00:00,0.265,2025-09-20 00:00:00,1427.0933675835743,400.0,-21.820257590352806,-5.455064397588202,7,"STOP_LOSS (Day 7, -3%)",False
SOLUSDT,217.75,2025-10-01 08:00:00,210.7,2025-10-10 12:00:00,0.9184845005740528,200.0,-6.475315729047083,-3.2376578645235417,9,"STOP_LOSS (Day 9, -3%)",False
DOGEUSDT,0.24281,2025-10-01 08:00:00,0.23183,2025-10-10 16:00:00,1647.378608788765,400.0,-18.088217124500623,-4.522054281125156,9,"STOP_LOSS (Day 9, -3%)",False
